TNRD Recon Model,2,3,5,7,10,12,15,20
Recon-Trainable,28.63432215086303,28.72349962735716,28.673940793562902,28.830985960502755,28.859939934783526,28.882137878208965,28.905425630541497,28.906178333596145
Recon-Non-Trainable,26.44224007023547,27.286862214933716,28.01590671379212,28.312911455000055,28.50539884141973,28.56619749827923,28.595911239966178,28.605860414228992
